y_pred,y_true,abs_error,squared_error,smape,dataset,scenario,horizon
32.28693,46.0,13.71307,188.0483,35.03285,disease,weather,3
29.46692,40.0,10.533079,110.945755,30.325455,disease,weather,3
29.848515,13.999999,15.8485155,251.17545,72.28758,disease,weather,3
35.033962,-1.2389615e-06,35.033962,1227.3785,200.0,disease,weather,3
33.600677,-1.2389615e-06,33.600677,1129.0055,200.0,disease,weather,3
25.985067,2.9999988,22.98507,528.3134,158.5994,disease,weather,3
23.5778,3.9999988,19.577803,383.29034,141.98235,disease,weather,3
25.41893,2.9999988,22.418932,502.60852,157.77466,disease,weather,3
18.304676,2.9999988,15.304677,234.23314,143.67436,disease,weather,3
22.352734,-1.2389615e-06,22.352736,499.64478,200.0,disease,weather,3
16.433128,44.0,27.566872,759.93243,91.230995,disease,weather,3
20.309381,44.0,23.690619,561.2454,73.677025,disease,weather,3
15.651473,31.0,15.348527,235.57729,65.80082,disease,weather,3
24.545961,26.999998,2.4540367,6.022296,9.521742,disease,weather,3
30.060484,50.0,19.939516,397.5843,49.81113,disease,weather,3
26.961376,39.0,12.038624,144.92847,36.502037,disease,weather,3
18.21616,-1.2389615e-06,18.216162,331.82855,200.0,disease,weather,3
29.202875,-1.2389615e-06,29.202877,852.80804,200.0,disease,weather,3
36.998074,33.0,3.9980736,15.984592,11.423382,disease,weather,3
29.103056,38.0,8.896944,79.15562,26.517254,disease,weather,3
15.468629,31.0,15.531371,241.2235,66.846695,disease,weather,3
19.054813,34.0,14.945187,223.3586,56.33866,disease,weather,3
17.581512,20.0,2.4184875,5.849082,12.870624,disease,weather,3
19.831518,21.0,1.1684818,1.3653498,5.7234306,disease,weather,3
22.124872,37.0,14.875128,221.26942,50.31767,disease,weather,3
24.413437,21.999998,2.4134388,5.824687,10.399742,disease,weather,3
26.96968,46.0,19.03032,362.15305,52.159523,disease,weather,3
32.529057,26.0,6.5290565,42.62858,22.310478,disease,weather,3
24.400251,31.0,6.5997486,43.556683,23.825697,disease,weather,3
27.319983,32.0,4.6800175,21.902563,15.778891,disease,weather,3
18.101835,23.0,4.8981647,23.992018,23.834286,disease,weather,3
18.4942,23.0,4.5058002,20.302237,21.717735,disease,weather,3
26.829731,32.0,5.170269,26.731682,17.57706,disease,weather,3
24.895414,30.0,5.1045856,26.056795,18.597492,disease,weather,3
31.891413,26.999998,4.8914146,23.925938,16.61164,disease,weather,3
28.827332,26.999998,1.8273335,3.3391476,6.5463758,disease,weather,3
26.905281,36.0,9.094719,82.71391,28.915596,disease,weather,3
25.438549,33.0,7.561451,57.17554,25.878298,disease,weather,3
25.529224,39.0,13.470776,181.46179,41.75093,disease,weather,3
28.940523,37.0,8.059477,64.95517,24.444685,disease,weather,3
32.707676,44.0,11.292324,127.51659,29.44249,disease,weather,3
30.895208,27.999998,2.8952103,8.382242,9.831735,disease,weather,3
34.112606,32.0,2.112606,4.4631042,6.390932,disease,weather,3
32.838963,34.0,1.1610374,1.3480079,3.4741337,disease,weather,3
28.41402,26.999998,1.4140224,1.9994595,5.103483,disease,weather,3
29.447416,25.0,4.4474163,19.779512,16.336555,disease,weather,3
32.489937,59.0,26.510063,702.78345,57.951866,disease,weather,3
29.506826,56.0,26.493174,701.88824,61.967384,disease,weather,3
30.225716,39.0,8.774284,76.98807,25.349785,disease,weather,3
35.37994,40.0,4.62006,21.344954,12.258061,disease,weather,3
38.092075,42.0,3.9079247,15.271875,9.75858,disease,weather,3
32.895554,49.0,16.104446,259.35318,39.329235,disease,weather,3
33.063835,41.0,7.936165,62.98271,21.430607,disease,weather,3
36.70688,31.0,5.7068787,32.568462,16.857603,disease,weather,3
41.85462,36.0,5.854622,34.276596,15.039882,disease,weather,3
40.40671,48.0,7.5932884,57.658028,17.178082,disease,weather,3
36.428143,48.0,11.571857,133.90788,27.412323,disease,weather,3
37.42024,65.0,27.579762,760.64325,53.856075,disease,weather,3
39.51481,68.0,28.485191,811.4061,52.988403,disease,weather,3
40.050762,8.999999,31.050762,964.14984,126.60664,disease,weather,3
48.521507,7.9999986,40.521507,1641.9926,143.38438,disease,weather,3
52.79872,11.999999,40.79872,1664.5356,125.92447,disease,weather,3
35.37643,15.999999,19.37643,375.44604,75.42926,disease,weather,3
31.136238,30.0,1.1362381,1.291037,3.717069,disease,weather,3
36.040485,18.0,18.040485,325.4591,66.766556,disease,weather,3
26.556961,8.999999,17.556961,308.2469,98.754,disease,weather,3
25.374762,27.999998,2.6252365,6.8918667,9.836996,disease,weather,3
26.487156,30.0,3.512844,12.340074,12.437674,disease,weather,3
25.934774,38.0,12.065226,145.56967,37.742294,disease,weather,3
32.175217,34.0,1.8247833,3.3298342,5.515005,disease,weather,3
33.888412,32.0,1.8884125,3.5661018,5.7321534,disease,weather,3
29.654036,36.0,6.3459644,40.271263,19.331528,disease,weather,3
29.915958,46.0,16.084042,258.69638,42.373283,disease,weather,3
11.762214,46.0,34.237785,1172.226,118.54735,disease,weather,3
17.974575,19.0,1.025425,1.0514964,5.546649,disease,weather,3
29.868948,53.0,23.131052,535.0456,55.825623,disease,weather,3
33.752533,23.0,10.752533,115.61697,37.8927,disease,weather,3
25.26291,25.0,0.26291084,0.06912211,1.0461426,disease,weather,3
35.657948,35.0,0.65794754,0.43289497,1.8623457,disease,weather,3
25.91643,21.999998,3.9164314,15.338435,16.346926,disease,weather,3
29.698656,21.0,8.698656,75.66662,34.315136,disease,weather,3
31.360985,37.0,5.639015,31.798492,16.497759,disease,weather,3
31.093206,23.0,8.093206,65.49999,29.92319,disease,weather,3
30.289661,30.0,0.2896614,0.08390373,0.9608991,disease,weather,3
32.61555,18.0,14.615551,213.61433,57.75123,disease,weather,3
32.968987,43.0,10.0310135,100.62123,26.40818,disease,weather,3
35.649155,25.0,10.649155,113.404495,35.117237,disease,weather,3
29.18894,15.000001,14.188939,201.32599,64.219406,disease,weather,3
36.522984,16.999998,19.522985,381.14697,72.95179,disease,weather,3
31.582844,4.9999986,26.582846,706.6477,145.32957,disease,weather,3
22.076216,8.999999,13.076217,170.98744,84.15579,disease,weather,3
28.197554,18.0,10.197554,103.9901,44.14759,disease,weather,3
20.491482,9.999999,10.491483,110.07121,68.81583,disease,weather,3
18.40634,9.999999,8.406341,70.666565,59.186375,disease,weather,3
20.526121,27.999998,7.473877,55.858837,30.803522,disease,weather,3
17.751009,21.0,3.248991,10.555943,16.768549,disease,weather,3
18.554482,33.0,14.4455185,208.673,56.039818,disease,weather,3
20.282478,39.0,18.717522,350.3456,63.146896,disease,weather,3
20.826982,38.0,17.173018,294.91254,58.384834,disease,weather,3
26.72763,52.0,25.27237,638.6926,64.202034,disease,weather,3
27.131182,45.0,17.868818,319.29468,49.545338,disease,weather,3
25.89308,61.0,35.10692,1232.4957,80.80486,disease,weather,3
39.304176,47.0,7.6958237,59.2257,17.834187,disease,weather,3
36.471786,46.0,9.5282135,90.78685,23.106602,disease,weather,3
52.752003,67.0,14.247997,203.00543,23.79584,disease,weather,3
52.812267,59.0,6.1877327,38.288036,11.068074,disease,weather,3
